Version,Day,Retention,Type
gate_30,1,0.4481879194630872,Measured
gate_30,7,0.1902013422818791,Measured
gate_30,14,0.1401576071331403,Projected
gate_30,30,0.1001893707679305,Projected
gate_40,1,0.4422827496757457,Measured
gate_40,7,0.1820000439666732,Measured
gate_40,14,0.1326501809608617,Projected
gate_40,30,0.0936853357651772,Projected
